Origen,Destino,Valor
Gipuzkoa, Melilla,11
Girona, Albacete,13
Girona, Alicante_Alacant,113
Girona, Almería,55
Girona, Araba_Álava,6
Girona, Asturias,35
Girona, Ávila,10
Girona, Badajoz,42
Girona, Balears_ Illes,100
Girona, Barcelona,2970
Girona, Bizkaia,26
Girona, Burgos,16
Girona, Cáceres,18
Girona, Cádiz,66
Girona, Cantabria,17
Girona, Castellón_Castelló,37
Girona, Ciudad Real,23
Girona, Córdoba,29
Girona, Coruña_ A,32
Girona, Cuenca,12
Girona, Gipuzkoa,20
Girona, Girona, 
Girona, Granada,95
Girona, Guadalajara,5
Girona, Huelva,34
Girona, Huesca,25
Girona, Jaén,68
Girona, León,11
Girona, Lleida,155
Girona, Lugo,19
Girona, Madrid,184
Girona, Málaga,88
Girona, Murcia,67
Girona, Navarra,21
Girona, Ourense,12
Girona, Palencia, 
Girona, Palmas_ Las,57
Girona, Pontevedra,25
Girona, Rioja_ La,12
Girona, Salamanca,15
Girona, Santa Cruz de Tenerife,42
Girona, Segovia,7
Girona, Sevilla,67
Girona, Soria,4
Girona, Tarragona,155
Girona, Teruel,7
Girona, Toledo,41
Girona, Valencia_València,106
Girona, Valladolid,14
Girona, Zamora,3
Girona, Zaragoza,79
Girona, Ceuta,4
Girona, Melilla,43
Granada, Albacete,18
Granada, Alicante_Alacant,146
Granada, Almería,545
Granada, Araba_Álava,5
Granada, Asturias,15
Granada, Ávila,5
Granada, Badajoz,55
Granada, Balears_ Illes,222
Granada, Barcelona,348
Granada, Bizkaia,22
Granada, Burgos,13
Granada, Cáceres,42
Granada, Cádiz,145
Granada, Cantabria,16
Granada, Castellón_Castelló,19
Granada, Ciudad Real,58
Granada, Córdoba,183
Granada, Coruña_ A,34
Granada, Cuenca,16
Granada, Gipuzkoa,13
Granada, Girona,70
Granada, Granada, 
Granada, Guadalajara,14
Granada, Huelva,69
Granada, Huesca,15
Granada, Jaén,444
Granada, León,10
Granada, Lleida,19
Granada, Lugo,5
Granada, Madrid,359
Granada, Málaga,598
Granada, Murcia,223
Granada, Navarra,33
Granada, Ourense,10
Granada, Palencia,3
Granada, Palmas_ Las,85
Granada, Pontevedra,18
Granada, Rioja_ La,15
Granada, Salamanca,14
Granada, Santa Cruz de Tenerife,53
Granada, Segovia,8
Granada, Sevilla,239
Granada, Soria,1
Granada, Tarragona,40
Granada, Teruel,4
Granada, Toledo,41
Granada, Valencia_València,87
Granada, Valladolid,16
Granada, Zamora,3
Granada, Zaragoza,31
Granada, Ceuta,51
Granada, Melilla,66
Guadalajara, Albacete,17
Guadalajara, Alicante_Alacant,48
Guadalajara, Almería,24
Guadalajara, Araba_Álava,5
Guadalajara, Asturias,16
Guadalajara, Ávila,9
Guadalajara, Badajoz,23
Guadalajara, Balears_ Illes,13
Guadalajara, Barcelona,53
Guadalajara, Bizkaia,10
Guadalajara, Burgos,5
Guadalajara, Cáceres,44
Guadalajara, Cádiz,27
Guadalajara, Cantabria,11
Guadalajara, Castellón_Castelló,9
Guadalajara, Ciudad Real,35
Guadalajara, Córdoba,33
Guadalajara, Coruña_ A,18
Guadalajara, Cuenca,47
Guadalajara, Gipuzkoa,10
Guadalajara, Girona,10
Guadalajara, Granada,27
Guadalajara, Guadalajara, 
Guadalajara, Huelva,19
Guadalajara, Huesca,3
Guadalajara, Jaén,12
Guadalajara, León,8
Guadalajara, Lleida,10
Guadalajara, Lugo,3
Guadalajara, Madrid,1863
Guadalajara, Málaga,35
Guadalajara, Murcia,19
Guadalajara, Navarra,6
Guadalajara, Ourense,9
Guadalajara, Palencia,4
Guadalajara, Palmas_ Las,20
Guadalajara, Pontevedra,11
Guadalajara, Rioja_ La,7
Guadalajara, Salamanca,10
Guadalajara, Santa Cruz de Tenerife,9
Guadalajara, Segovia,9
Guadalajara, Sevilla,30
Guadalajara, Soria,9
Guadalajara, Tarragona,16
Guadalajara, Teruel,13
Guadalajara, Toledo,78
Guadalajara, Valencia_València,38
Guadalajara, Valladolid,14
Guadalajara, Zamora,6
Guadalajara, Zaragoza,24
Guadalajara, Ceuta,6
Guadalajara, Melilla, 
Huelva, Albacete,16
Huelva, Alicante_Alacant,33
Huelva, Almería,69
Huelva, Araba_Álava,1
Huelva, Asturias,14
Huelva, Ávila,1
Huelva, Badajoz,89
Huelva, Balears_ Illes,51
Huelva, Barcelona,95
Huelva, Bizkaia,11
Huelva, Burgos,12
Huelva, Cáceres,29
Huelva, Cádiz,111
Huelva, Cantabria,8
Huelva, Castellón_Castelló,8
Huelva, Ciudad Real,25
Huelva, Córdoba,92
Huelva, Coruña_ A,14
Huelva, Cuenca,7
Huelva, Gipuzkoa,6
Huelva, Girona,11
Huelva, Granada,71
Huelva, Guadalajara,8
Huelva, Huelva, 
Huelva, Huesca,19
Huelva, Jaén,37
Huelva, León,11
Huelva, Lleida,29
Huelva, Lugo,2
Huelva, Madrid,154
Huelva, Málaga,96
Huelva, Murcia,31
Huelva, Navarra,9
Huelva, Ourense,7
Huelva, Palencia, 
Huelva, Palmas_ Las,65
Huelva, Pontevedra,11
Huelva, Rioja_ La,11
Huelva, Salamanca,8
Huelva, Santa Cruz de Tenerife,31
Huelva, Segovia,18
Huelva, Sevilla,630
Huelva, Soria,4
Huelva, Tarragona,18
Huelva, Teruel,8
Huelva, Toledo,23
Huelva, Valencia_València,38
Huelva, Valladolid,15
Huelva, Zamora,1
Huelva, Zaragoza,25
Huelva, Ceuta,6
Huelva, Melilla,8
Huesca, Albacete,5
Huesca, Alicante_Alacant,36
Huesca, Almería,24
Huesca, Araba_Álava,5
Huesca, Asturias,13
Huesca, Ávila,5
Huesca, Badajoz,9
Huesca, Balears_ Illes,33
Huesca, Barcelona,203
Huesca, Bizkaia,13
Huesca, Burgos,8
Huesca, Cáceres,8
Huesca, Cádiz,14
Huesca, Cantabria,6
Huesca, Castellón_Castelló,33
Huesca, Ciudad Real,8
Huesca, Córdoba,7
Huesca, Coruña_ A,10
Huesca, Cuenca,4
Huesca, Gipuzkoa,15
Huesca, Girona,25
Huesca, Granada,19
Huesca, Guadalajara,10
Huesca, Huelva,7
Huesca, Huesca, 
Huesca, Jaén,23
Huesca, León,8
Huesca, Lleida,186
Huesca, Lugo,3
Huesca, Madrid,121
Huesca, Málaga,15
Huesca, Murcia,28
Huesca, Navarra,45
Huesca, Ourense,2
Huesca, Palencia,4
Huesca, Palmas_ Las,16
Huesca, Pontevedra,10
Huesca, Rioja_ La,18
Huesca, Salamanca,7
Huesca, Santa Cruz de Tenerife,14
Huesca, Segovia,2
Huesca, Sevilla,18
Huesca, Soria,6
Huesca, Tarragona,54
Huesca, Teruel,23
Huesca, Toledo,12
Huesca, Valencia_València,69
Huesca, Valladolid,9
Huesca, Zamora,5
Huesca, Zaragoza,318
Huesca, Ceuta,2
Huesca, Melilla,3
Jaén, Albacete,31
Jaén, Alicante_Alacant,82
Jaén, Almería,103
Jaén, Araba_Álava, 
Jaén, Asturias,9
Jaén, Ávila,1
Jaén, Badajoz,19
Jaén, Balears_ Illes,103
Jaén, Barcelona,143
Jaén, Bizkaia,13
Jaén, Burgos,2
Jaén, Cáceres,10
Jaén, Cádiz,68
Jaén, Cantabria,5
Jaén, Castellón_Castelló,21
Jaén, Ciudad Real,64
Jaén, Córdoba,157
Jaén, Coruña_ A,5
Jaén, Cuenca,8
Jaén, Gipuzkoa,6
Jaén, Girona,32
Jaén, Granada,245
Jaén, Guadalajara,11
Jaén, Huelva,30
Jaén, Huesca,6
Jaén, Jaén, 
Jaén, León,4
Jaén, Lleida,20
Jaén, Lugo,1
Jaén, Madrid,194
Jaén, Málaga,166
Jaén, Murcia,69
Jaén, Navarra,18
Jaén, Ourense,3
Jaén, Palencia,3
Jaén, Palmas_ Las,30
Jaén, Pontevedra,8
Jaén, Rioja_ La,11
Jaén, Salamanca,3
Jaén, Santa Cruz de Tenerife,16
Jaén, Segovia,2
Jaén, Sevilla,81
Jaén, Soria,1
Jaén, Tarragona,21
Jaén, Teruel,6
Jaén, Toledo,35
Jaén, Valencia_València,63
Jaén, Valladolid,4
Jaén, Zamora,3
Jaén, Zaragoza,18
Jaén, Ceuta,16
Jaén, Melilla,8
León, Albacete,4
León, Alicante_Alacant,41
León, Almería,17
León, Araba_Álava,12
León, Asturias,241
León, Ávila,16
León, Badajoz,7
León, Balears_ Illes,50
León, Barcelona,107
León, Bizkaia,58
León, Burgos,40
León, Cáceres,14
León, Cádiz,11
León, Cantabria,52
León, Castellón_Castelló,13
León, Ciudad Real,11
León, Córdoba,9
León, Coruña_ A,63
León, Cuenca,2
León, Gipuzkoa,13
León, Girona,10
León, Granada,12
León, Guadalajara,6
León, Huelva,5
León, Huesca,5
León, Jaén,5
León, León, 
León, Lleida,6
León, Lugo,41
León, Madrid,296
León, Málaga,25
León, Murcia,19
León, Navarra,25
León, Ourense,55
León, Palencia,70
León, Palmas_ Las,41
León, Pontevedra,39
León, Rioja_ La,8
León, Salamanca,37
León, Santa Cruz de Tenerife,19
León, Segovia,13
León, Sevilla,34
León, Soria,7
León, Tarragona,13
León, Teruel,1
León, Toledo,23
León, Valencia_València,51
León, Valladolid,130
León, Zamora,97
León, Zaragoza,29
León, Ceuta,2
León, Melilla,1
Lleida, Albacete,16
Lleida, Alicante_Alacant,46
Lleida, Almería,44
Lleida, Araba_Álava,11
Lleida, Asturias,13
Lleida, Ávila,5
Lleida, Badajoz,17
Lleida, Balears_ Illes,36
Lleida, Barcelona,1055
Lleida, Bizkaia,16
Lleida, Burgos,18
Lleida, Cáceres,8
Lleida, Cádiz,12
Lleida, Cantabria,12
Lleida, Castellón_Castelló,76
Lleida, Ciudad Real,10
Lleida, Córdoba,18
Lleida, Coruña_ A,14
Lleida, Cuenca,4
Lleida, Gipuzkoa,17
Lleida, Girona,109
Lleida, Granada,30
Lleida, Guadalajara,10
Lleida, Huelva,40
Lleida, Huesca,239
Lleida, Jaén,31
Lleida, León,4
Lleida, Lleida, 
Lleida, Lugo,3
Lleida, Madrid,101
Lleida, Málaga,28
Lleida, Murcia,49
Lleida, Navarra,22
Lleida, Ourense,4
Lleida, Palencia,4
Lleida, Palmas_ Las,23
Lleida, Pontevedra,24
Lleida, Rioja_ La,10
Lleida, Salamanca,6
Lleida, Santa Cruz de Tenerife,22
Lleida, Segovia,15
Lleida, Sevilla,27
Lleida, Soria,8
Lleida, Tarragona,258
Lleida, Teruel,9
Lleida, Toledo,12
Lleida, Valencia_València,121
Lleida, Valladolid,10
Lleida, Zamora,2
Lleida, Zaragoza,129
Lleida, Ceuta,1
Lleida, Melilla,16
Lugo, Albacete,3
Lugo, Alicante_Alacant,22
Lugo, Almería,9
Lugo, Araba_Álava,2
Lugo, Asturias,147
Lugo, Ávila,1
Lugo, Badajoz,6
Lugo, Balears_ Illes,25
Lugo, Barcelona,155
Lugo, Bizkaia,37
Lugo, Burgos,6
Lugo, Cáceres,4
Lugo, Cádiz,10
Lugo, Cantabria,21
Lugo, Castellón_Castelló,8
Lugo, Ciudad Real,6
Lugo, Córdoba,3
Lugo, Coruña_ A,399
Lugo, Cuenca,2
Lugo, Gipuzkoa,11
Lugo, Girona,19
Lugo, Granada,13
Lugo, Guadalajara,6
Lugo, Huelva,5
Lugo, Huesca,1
Lugo, Jaén,5
Lugo, León,50
Lugo, Lleida,6
Lugo, Lugo, 
Lugo, Madrid,152
Lugo, Málaga,10
Lugo, Murcia,14
Lugo, Navarra,14
Lugo, Ourense,130
Lugo, Palencia,6
Lugo, Palmas_ Las,22
Lugo, Pontevedra,199
Lugo, Rioja_ La,5
Lugo, Salamanca,7
Lugo, Santa Cruz de Tenerife,9
Lugo, Segovia,2
Lugo, Sevilla,4
Lugo, Soria,3
Lugo, Tarragona,19
Lugo, Teruel,6
Lugo, Toledo,23
Lugo, Valencia_València,20
Lugo, Valladolid,6
Lugo, Zamora,11
Lugo, Zaragoza,13
Lugo, Ceuta,3
Lugo, Melilla,1
Madrid, Albacete,396
Madrid, Alicante_Alacant,1488
Madrid, Almería,530
Madrid, Araba_Álava,167
Madrid, Asturias,951
Madrid, Ávila,919
Madrid, Badajoz,853
Madrid, Balears_ Illes,869
Madrid, Barcelona,2034
Madrid, Bizkaia,619
Madrid, Burgos,470
Madrid, Cáceres,971
Madrid, Cádiz,1038
Madrid, Cantabria,510
Madrid, Castellón_Castelló,269
Madrid, Ciudad Real,1132
Madrid, Córdoba,622
Madrid, Coruña_ A,688
Madrid, Cuenca,615
Madrid, Gipuzkoa,330
Madrid, Girona,179
Madrid, Granada,771
Madrid, Guadalajara,1820
Madrid, Huelva,301
Madrid, Huesca,145
Madrid, Jaén,707
Madrid, León,582
Madrid, Lleida,95
Madrid, Lugo,188
Madrid, Madrid, 
Madrid, Málaga,1338
Madrid, Murcia,899
Madrid, Navarra,416
Madrid, Ourense,233
Madrid, Palencia,150
Madrid, Palmas_ Las,840
Madrid, Pontevedra,588
Madrid, Rioja_ La,228
Madrid, Salamanca,609
Madrid, Santa Cruz de Tenerife,653
Madrid, Segovia,674
Madrid, Sevilla,1378
Madrid, Soria,146
Madrid, Tarragona,232
Madrid, Teruel,54
Madrid, Toledo,4461
Madrid, Valencia_València,1401
Madrid, Valladolid,625
Madrid, Zamora,322
Madrid, Zaragoza,679
Madrid, Ceuta,90
Madrid, Melilla,100
Málaga, Albacete,28
Málaga, Alicante_Alacant,213
Málaga, Almería,302
Málaga, Araba_Álava,25
Málaga, Asturias,77
Málaga, Ávila,18
Málaga, Badajoz,119
Málaga, Balears_ Illes,201
Málaga, Barcelona,577
Málaga, Bizkaia,83
Málaga, Burgos,17
Málaga, Cáceres,58
Málaga, Cádiz,821
Málaga, Cantabria,35
Málaga, Castellón_Castelló,27
Málaga, Ciudad Real,91
Málaga, Córdoba,724
Málaga, Coruña_ A,70
Málaga, Cuenca,17
Málaga, Gipuzkoa,38
Málaga, Girona,103
Málaga, Granada,800
Málaga, Guadalajara,35
Málaga, Huelva,100
Málaga, Huesca,13
Málaga, Jaén,429
Málaga, León,64
Málaga, Lleida,41
Málaga, Lugo,16
Málaga, Madrid,1086
Málaga, Málaga, 
Málaga, Murcia,151
Málaga, Navarra,34
Málaga, Ourense,11
Málaga, Palencia,13
Málaga, Palmas_ Las,212
Málaga, Pontevedra,60
Málaga, Rioja_ La,26
Málaga, Salamanca,58
Málaga, Santa Cruz de Tenerife,171
Málaga, Segovia,12
Málaga, Sevilla,636
Málaga, Soria,6
Málaga, Tarragona,63
Málaga, Teruel,12
Málaga, Toledo,63
Málaga, Valencia_València,178
Málaga, Valladolid,54
Málaga, Zamora,13
Málaga, Zaragoza,73
Málaga, Ceuta,162
Málaga, Melilla,225
Murcia, Albacete,277
Murcia, Alicante_Alacant,1389
Murcia, Almería,486
Murcia, Araba_Álava,26
Murcia, Asturias,56
Murcia, Ávila,20
Murcia, Badajoz,27
Murcia, Balears_ Illes,153
Murcia, Barcelona,339
Murcia, Bizkaia,42
Murcia, Burgos,31
Murcia, Cáceres,47
Murcia, Cádiz,166
Murcia, Cantabria,37
Murcia, Castellón_Castelló,70
Murcia, Ciudad Real,93
Murcia, Córdoba,70
Murcia, Coruña_ A,72
Murcia, Cuenca,49
Murcia, Gipuzkoa,29
Murcia, Girona,54
Murcia, Granada,295
Murcia, Guadalajara,27
Murcia, Huelva,55
Murcia, Huesca,23
Murcia, Jaén,169
Murcia, León,40
Murcia, Lleida,42
Murcia, Lugo,9
Murcia, Madrid,677
Murcia, Málaga,132
Murcia, Murcia, 
Murcia, Navarra,51
Murcia, Ourense,6
Murcia, Palencia,8
Murcia, Palmas_ Las,77
Murcia, Pontevedra,43
Murcia, Rioja_ La,15
Murcia, Salamanca,19
Murcia, Santa Cruz de Tenerife,58
Murcia, Segovia,12
Murcia, Sevilla,92
Murcia, Soria,11
Murcia, Tarragona,83
Murcia, Teruel,17
Murcia, Toledo,81
Murcia, Valencia_València,347
Murcia, Valladolid,28
Murcia, Zamora,10
Murcia, Zaragoza,93
Murcia, Ceuta,19
Murcia, Melilla,48
Navarra, Albacete,18
Navarra, Alicante_Alacant,107
Navarra, Almería,39
Navarra, Araba_Álava,88
Navarra, Asturias,49
Navarra, Ávila,15
Navarra, Badajoz,23
Navarra, Balears_ Illes,35
Navarra, Barcelona,197
Navarra, Bizkaia,143
Navarra, Burgos,34
Navarra, Cáceres,24
Navarra, Cádiz,51
Navarra, Cantabria,40
Navarra, Castellón_Castelló,37
Navarra, Ciudad Real,27
Navarra, Córdoba,17
Navarra, Coruña_ A,31
Navarra, Cuenca,12
Navarra, Gipuzkoa,351
Navarra, Girona,27
Navarra, Granada,41
Navarra, Guadalajara,12
Navarra, Huelva,19
Navarra, Huesca,59
Navarra, Jaén,50
Navarra, León,37
Navarra, Lleida,36
Navarra, Lugo,12
Navarra, Madrid,290
Navarra, Málaga,74
Navarra, Murcia,124
Navarra, Navarra, 
Navarra, Ourense,5
Navarra, Palencia,12
Navarra, Palmas_ Las,36
Navarra, Pontevedra,13
Navarra, Rioja_ La,314
Navarra, Salamanca,26
Navarra, Santa Cruz de Tenerife,18
Navarra, Segovia,6
Navarra, Sevilla,58
Navarra, Soria,40
Navarra, Tarragona,50
Navarra, Teruel,13
Navarra, Toledo,43
Navarra, Valencia_València,106
Navarra, Valladolid,26
Navarra, Zamora,11
Navarra, Zaragoza,271
Navarra, Ceuta,6
Navarra, Melilla,3
Ourense, Albacete, 
Ourense, Alicante_Alacant,28
Ourense, Almería,8
Ourense, Araba_Álava,12
Ourense, Asturias,29
Ourense, Ávila,1
Ourense, Badajoz,5
Ourense, Balears_ Illes,16
Ourense, Barcelona,101
Ourense, Bizkaia,40
Ourense, Burgos,8
Ourense, Cáceres,6
Ourense, Cádiz,8
Ourense, Cantabria,9
Ourense, Castellón_Castelló,8
Ourense, Ciudad Real,1
Ourense, Córdoba,2
Ourense, Coruña_ A,206
Ourense, Cuenca,4
Ourense, Gipuzkoa,18
Ourense, Girona,10
Ourense, Granada,12
Ourense, Guadalajara,5
Ourense, Huelva,8
Ourense, Huesca,2
Ourense, Jaén,2
Ourense, León,62
Ourense, Lleida,13
Ourense, Lugo,140
Ourense, Madrid,148
Ourense, Málaga,17
Ourense, Murcia,8
Ourense, Navarra,9
Ourense, Ourense, 
Ourense, Palencia,3
Ourense, Palmas_ Las,25
Ourense, Pontevedra,337
Ourense, Rioja_ La,3
Ourense, Salamanca,8
Ourense, Santa Cruz de Tenerife,23
Ourense, Segovia, 
Ourense, Sevilla,10
Ourense, Soria,2
Ourense, Tarragona,15
Ourense, Teruel, 
Ourense, Toledo,12
Ourense, Valencia_València,23
Ourense, Valladolid,12
Ourense, Zamora,20
Ourense, Zaragoza,12
Ourense, Ceuta,1
Ourense, Melilla,1
Palencia, Albacete, 
Palencia, Alicante_Alacant,10
Palencia, Almería, 
Palencia, Araba_Álava,7
Palencia, Asturias,31
Palencia, Ávila,14
Palencia, Badajoz,3
Palencia, Balears_ Illes,15
Palencia, Barcelona,31
Palencia, Bizkaia,42
Palencia, Burgos,59
Palencia, Cáceres,7
Palencia, Cádiz,13
Palencia, Cantabria,62
Palencia, Castellón_Castelló,4
Palencia, Ciudad Real,6
Palencia, Córdoba,4
Palencia, Coruña_ A,7
Palencia, Cuenca,1
Palencia, Gipuzkoa,14
Palencia, Girona,5
Palencia, Granada,1
Palencia, Guadalajara,1
Palencia, Huelva,2
Palencia, Huesca,1
Palencia, Jaén,1
Palencia, León,51
Palencia, Lleida, 
Palencia, Lugo,3
Palencia, Madrid,74
Palencia, Málaga,7
Palencia, Murcia,9
Palencia, Navarra,7
Palencia, Ourense,5
Palencia, Palencia, 
Palencia, Palmas_ Las,7
Palencia, Pontevedra,8
Palencia, Rioja_ La,7
Palencia, Salamanca,10
Palencia, Santa Cruz de Tenerife,8
Palencia, Segovia,14
Palencia, Sevilla,5
Palencia, Soria,10
Palencia, Tarragona,5
Palencia, Teruel,1
Palencia, Toledo,6
Palencia, Valencia_València,15
Palencia, Valladolid,148
Palencia, Zamora,19
Palencia, Zaragoza,6
Palencia, Ceuta, 
Palencia, Melilla,11
Palmas_ Las, Albacete,48
Palmas_ Las, Alicante_Alacant,152
Palmas_ Las, Almería,49
Palmas_ Las, Araba_Álava,25
Palmas_ Las, Asturias,94
Palmas_ Las, Ávila,13
Palmas_ Las, Badajoz,77
Palmas_ Las, Balears_ Illes,193
Palmas_ Las, Barcelona,329
Palmas_ Las, Bizkaia,69
Palmas_ Las, Burgos,18
Palmas_ Las, Cáceres,43
Palmas_ Las, Cádiz,296
Palmas_ Las, Cantabria,62
Palmas_ Las, Castellón_Castelló,35
Palmas_ Las, Ciudad Real,40
Palmas_ Las, Córdoba,100
Palmas_ Las, Coruña_ A,192
Palmas_ Las, Cuenca,6
Palmas_ Las, Gipuzkoa,44
Palmas_ Las, Girona,50
Palmas_ Las, Granada,110
Palmas_ Las, Guadalajara,21
Palmas_ Las, Huelva,44
Palmas_ Las, Huesca,11
Palmas_ Las, Jaén,57
Palmas_ Las, León,45
Palmas_ Las, Lleida,37
Palmas_ Las, Lugo,23
Palmas_ Las, Madrid,750
Palmas_ Las, Málaga,199
Palmas_ Las, Murcia,89
Palmas_ Las, Navarra,34
Palmas_ Las, Ourense,49
Palmas_ Las, Palencia,26
Palmas_ Las, Palmas_ Las, 
Palmas_ Las, Pontevedra,200
Palmas_ Las, Rioja_ La,15
Palmas_ Las, Salamanca,42
Palmas_ Las, Santa Cruz de Tenerife,746
Palmas_ Las, Segovia,19
Palmas_ Las, Sevilla,306
Palmas_ Las, Soria,15
Palmas_ Las, Tarragona,53
Palmas_ Las, Teruel,8
Palmas_ Las, Toledo,92
Palmas_ Las, Valencia_València,134
Palmas_ Las, Valladolid,37
Palmas_ Las, Zamora,10
Palmas_ Las, Zaragoza,73
Palmas_ Las, Ceuta,18
Palmas_ Las, Melilla,66
Pontevedra, Albacete,5
Pontevedra, Alicante_Alacant,42
Pontevedra, Almería,11
Pontevedra, Araba_Álava,14
Pontevedra, Asturias,65
Pontevedra, Ávila,6
Pontevedra, Badajoz,25
Pontevedra, Balears_ Illes,73
Pontevedra, Barcelona,166
Pontevedra, Bizkaia,28
Pontevedra, Burgos,19
Pontevedra, Cáceres,11
Pontevedra, Cádiz,42
Pontevedra, Cantabria,26
Pontevedra, Castellón_Castelló,14
Pontevedra, Ciudad Real,13
Pontevedra, Córdoba,11
Pontevedra, Coruña_ A,766
Pontevedra, Cuenca, 
Pontevedra, Gipuzkoa,17
Pontevedra, Girona,15
Pontevedra, Granada,20
Pontevedra, Guadalajara,8
Pontevedra, Huelva,18
Pontevedra, Huesca,12
Pontevedra, Jaén,9
Pontevedra, León,99
Pontevedra, Lleida,9
Pontevedra, Lugo,183
Pontevedra, Madrid,374
Pontevedra, Málaga,44
Pontevedra, Murcia,41
Pontevedra, Navarra,15
Pontevedra, Ourense,418
Pontevedra, Palencia,6
Pontevedra, Palmas_ Las,167
Pontevedra, Pontevedra, 
Pontevedra, Rioja_ La,14
Pontevedra, Salamanca,17
Pontevedra, Santa Cruz de Tenerife,100
Pontevedra, Segovia,3
Pontevedra, Sevilla,25
Pontevedra, Soria,7
Pontevedra, Tarragona,22
Pontevedra, Teruel, 
Pontevedra, Toledo,23
Pontevedra, Valencia_València,50
Pontevedra, Valladolid,38
Pontevedra, Zamora,24
Pontevedra, Zaragoza,22
Pontevedra, Ceuta,3
Pontevedra, Melilla,4
Rioja_ La, Albacete,11
Rioja_ La, Alicante_Alacant,55
Rioja_ La, Almería,12
Rioja_ La, Araba_Álava,137
Rioja_ La, Asturias,45
Rioja_ La, Ávila,5
Rioja_ La, Badajoz,11
Rioja_ La, Balears_ Illes,15
Rioja_ La, Barcelona,82
Rioja_ La, Bizkaia,101
Rioja_ La, Burgos,69
Rioja_ La, Cáceres,10
Rioja_ La, Cádiz,19
Rioja_ La, Cantabria,37
Rioja_ La, Castellón_Castelló,14
Rioja_ La, Ciudad Real,11
Rioja_ La, Córdoba,9
Rioja_ La, Coruña_ A,6
Rioja_ La, Cuenca,4
Rioja_ La, Gipuzkoa,62
Rioja_ La, Girona,6
Rioja_ La, Granada,13
Rioja_ La, Guadalajara,7
Rioja_ La, Huelva,21
Rioja_ La, Huesca,15
Rioja_ La, Jaén,17
Rioja_ La, León,22
Rioja_ La, Lleida,16
Rioja_ La, Lugo,6
Rioja_ La, Madrid,141
Rioja_ La, Málaga,24
Rioja_ La, Murcia,20
Rioja_ La, Navarra,267
Rioja_ La, Ourense,10
Rioja_ La, Palencia,9
Rioja_ La, Palmas_ Las,15
Rioja_ La, Pontevedra,14
Rioja_ La, Rioja_ La, 
Rioja_ La, Salamanca,22
Rioja_ La, Santa Cruz de Tenerife,14
Rioja_ La, Segovia,7
Rioja_ La, Sevilla,24
Rioja_ La, Soria,21
Rioja_ La, Tarragona,13
Rioja_ La, Teruel,11
Rioja_ La, Toledo,11
Rioja_ La, Valencia_València,46
Rioja_ La, Valladolid,21
Rioja_ La, Zamora,15
Rioja_ La, Zaragoza,96
Rioja_ La, Ceuta,4
Rioja_ La, Melilla,1
Salamanca, Albacete,2
Salamanca, Alicante_Alacant,24
Salamanca, Almería,13
Salamanca, Araba_Álava,11
Salamanca, Asturias,20
Salamanca, Ávila,86
Salamanca, Badajoz,28
Salamanca, Balears_ Illes,32
Salamanca, Barcelona,48
Salamanca, Bizkaia,42
Salamanca, Burgos,37
Salamanca, Cáceres,124
Salamanca, Cádiz,17
Salamanca, Cantabria,21
Salamanca, Castellón_Castelló,12
Salamanca, Ciudad Real,14
Salamanca, Córdoba,5
Salamanca, Coruña_ A,16
Salamanca, Cuenca,1
Salamanca, Gipuzkoa,27
Salamanca, Girona,10
Salamanca, Granada,11
Salamanca, Guadalajara,6
Salamanca, Huelva,3
Salamanca, Huesca,3
Salamanca, Jaén,10
Salamanca, León,43
Salamanca, Lleida,3
Salamanca, Lugo,4
Salamanca, Madrid,281
Salamanca, Málaga,29
Salamanca, Murcia,21
Salamanca, Navarra,11
Salamanca, Ourense,5
Salamanca, Palencia,19
Salamanca, Palmas_ Las,25
Salamanca, Pontevedra,27
Salamanca, Rioja_ La,11
Salamanca, Salamanca, 
Salamanca, Santa Cruz de Tenerife,13
Salamanca, Segovia,12
Salamanca, Sevilla,22
Salamanca, Soria,6
Salamanca, Tarragona,8
Salamanca, Teruel, 
Salamanca, Toledo,22
Salamanca, Valencia_València,23
Salamanca, Valladolid,89
Salamanca, Zamora,125
Salamanca, Zaragoza,14
Salamanca, Ceuta,2
Salamanca, Melilla,1
Santa Cruz de Tenerife, Albacete,20
Santa Cruz de Tenerife, Alicante_Alacant,106
Santa Cruz de Tenerife, Almería,38
Santa Cruz de Tenerife, Araba_Álava,14
Santa Cruz de Tenerife, Asturias,90
Santa Cruz de Tenerife, Ávila,15
Santa Cruz de Tenerife, Badajoz,48
Santa Cruz de Tenerife, Balears_ Illes,159
Santa Cruz de Tenerife, Barcelona,325
Santa Cruz de Tenerife, Bizkaia,46
Santa Cruz de Tenerife, Burgos,24
Santa Cruz de Tenerife, Cáceres,30
Santa Cruz de Tenerife, Cádiz,139
Santa Cruz de Tenerife, Cantabria,47
Santa Cruz de Tenerife, Castellón_Castelló,24
Santa Cruz de Tenerife, Ciudad Real,21
Santa Cruz de Tenerife, Córdoba,51
Santa Cruz de Tenerife, Coruña_ A,109
Santa Cruz de Tenerife, Cuenca,12
Santa Cruz de Tenerife, Gipuzkoa,32
Santa Cruz de Tenerife, Girona,29
Santa Cruz de Tenerife, Granada,95
Santa Cruz de Tenerife, Guadalajara,21
Santa Cruz de Tenerife, Huelva,34
Santa Cruz de Tenerife, Huesca,11
Santa Cruz de Tenerife, Jaén,28
Santa Cruz de Tenerife, León,28
Santa Cruz de Tenerife, Lleida,15
